TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,625823	23920,946846
0,04	0,657009	25112,974142
0,06	0,488154	18658,880477
0,08	0,655094	25040,344292
0,1	0,352292	13465,739497
0,12	0,637037	24349,922573
0,14	0,657631	25137,453917
0,16	0,495767	18950,49462
0,18	0,436788	16695,690108
0,2	0,460014	17583,941394
0,22	0,601354	22986,775835
0,24	1,459026	55768,746801
0,26	1,063822	40664,310025
0,28	0,56787	21705,793794
0,3	0,482991	18462,323897
0,32	0,50905	19457,53465
0,34	0,744426	28454,769103
0,36	0,768115	29360,565111
0,38	0,495779	18950,248398
0,4	0,31613	12083,592457
0,42	0,8216	31404,4603
0,44	0,579482	22150,267784
0,46	0,734279	28067,012731
0,48	0,533035	20374,848559
0,5	0,528319	20194,853888
0,52	0,683733	26134,867283
0,54	0,62381	23844,703677
0,56	0,49745	19014,549073
0,58	0,625823	23920,951768
0,6	0,661419	25282,446421
0,62	0,646771	24722,220499
0,64	0,559745	21394,900881
0,66	0,675881	25834,529073
0,68	0,707796	27054,986132
0,7	0,9992	38193,224396
0,72	0,663321	25354,275053
0,74	0,55675	21280,942718
0,76	0,429084	16401,427663
0,78	0,610317	23328,143357
0,8	0,563443	21536,957961
0,82	0,455465	17409,877925
0,84	0,704149	26915,341946
0,86	0,460018	17583,862306
0,88	0,593688	22693,422652
0,9	0,558237	21338,244543
0,92	0,141159	5395,562176
0,94	0,853937	32640,252671
0,96	0,629787	24073,570826
0,98	0,743857	28433,551567
1	0,74611	28518,765432
1,02	0,513126	19613,389679
1,04	0,751122	28710,220178
1,06	0,633767	24224,380708
1,08	0,138732	5302,90216
1,1	1,362708	52088,743871
1,12	1,302625	49791,350211
1,14	0,285662	10918,917873
1,16	0,557491	21309,687537
1,18	0,704729	26938,183559
1,2	0,799491	30559,439205
1,22	0,380712	14552,429057
1,24	0,541578	20700,717549
1,26	0,572254	21873,490424
1,28	0,526746	20134,324653
1,3	0,708278	27073,258537
1,32	0,708862	27095,821604
1,34	0,155217	5933,073399
1,36	0,636382	24324,907897
1,38	0,644844	24648,042344
1,4	0,756642	28921,676707
1,42	0,431033	16475,266903
1,44	0,68069	26017,88693
1,46	0,828663	31674,878654
1,48	0,683735	26134,814274
1,5	0,668946	25569,599965
1,52	1,338956	51180,735946
1,54	1,61152	61597,845772
1,56	0,606882	23197,517276
1,58	0,754419	28837,692087
1,6	0,841633	32170,844274
1,62	0,639001	24424,725225
1,64	0,809338	30935,60295
1,66	0,673286	25735,892016
1,68	0,524366	20043,420123
1,7	0,69101	26412,89934
1,72	0,691611	26435,978229
1,74	0,699399	26733,736503
1,76	0,309465	11829,053535
1,78	0,25807	9864,282292
1,8	0,521172	19921,653149
1,82	0,553892	21171,441191
1,84	0,57093	21822,957787
1,86	0,487459	18632,263748
1,88	0,22345	8541,101609
1,9	0,505092	19306,316162
1,92	0,689315	26347,856135
1,94	1,550667	59272,852177
1,96	1,127734	43106,008901
1,98	0,578174	22100,377126
2	0,664049	25383,067915
2,02	0,603564	23070,863461
2,04	0,537848	20558,892129
2,06	0,477085	18236,020066
2,08	0,952277	36401,010791
2,1	0,736084	28136,05123
2,12	0,931941	35623,035825
2,14	0,934184	35708,197592
2,16	0,927463	35451,612482
2,18	1,109164	42396,745423
2,2	1,115919	42654,199312
2,22	1,063905	40666,885175
2,24	1,095557	41876,512535
2,26	1,119635	42796,953161
2,28	1,293056	49425,34159
2,3	1,316374	50316,551039
2,32	1,342695	51323,08962
2,34	1,317025	50340,36909
2,36	1,245113	47592,853429
2,38	1,33085	50870,278554
2,4	1,250435	47797,538138
2,42	1,26932	48517,549973
2,44	1,476916	56452,264793
2,46	1,497059	57224,261041
2,48	1,483958	56721,149737
2,5	1,519714	58090,172653
2,52	1,550397	59262,59122
2,54	1,632629	62405,043275
2,56	1,682401	64308,015383
2,58	1,778695	67990,350397
2,6	1,712098	65443,852156
2,62	1,742059	66586,660772
2,64	1,886487	72110,154801
2,66	1,855083	70909,542665
2,68	1,919572	73373,667072
2,7	1,979196	75653,804115
2,72	1,957421	74819,604928
2,74	2,077205	79399,932534
2,76	2,027872	77514,075671
2,78	1,974762	75484,761978
2,8	2,027666	77506,218048
2,82	2,123647	81174,159107
2,84	2,072578	79223,514619
2,86	2,124847	81218,666287
2,88	2,14421	81956,745894
2,9	2,175614	83159,778125
2,92	2,251847	86074,105894
2,94	2,277066	87037,677544
2,96	2,305992	88142,695714
2,98	2,325208	88879,585896
3	2,407448	92023,179317
3,02	2,424755	92681,236543
3,04	2,525043	96518,593105
3,06	2,548263	97402,82942
3,08	2,555239	97672,216245
3,1	2,559343	97827,315759
3,12	2,559509	97833,478998
3,14	2,729048	104315,890664
3,16	2,738328	104671,715979
3,18	2,715602	103800,465109
3,2	2,759434	105476,466307
3,22	2,788258	106579,449552
3,24	2,735171	104548,639899
3,26	2,901209	110896,419216
3,28	2,910641	111258,88006
3,3	2,988425	114227,51675
3,32	3,000371	114685,477923
3,34	2,99844	114610,831686
3,36	3,110688	118903,268123
3,38	3,091612	118173,779083
3,4	3,167589	121073,371501
3,42	3,226662	123337,467834
3,44	3,229589	123451,832548
3,46	3,344108	127827,213115
3,48	3,299462	126119,811098
3,5	3,376042	129044,300415
3,52	3,389323	129553,365356
3,54	3,434418	131275,587104
3,56	3,493039	133521,654091
3,58	3,536901	135191,472801
3,6	3,504302	133948,21927
3,62	3,527493	134837,03813
3,64	3,611808	138058,199212
3,66	3,622391	138463,694604
3,68	3,696973	141314,612104
3,7	3,677866	140584,740625
3,72	3,783554	144623,396376
3,74	3,845559	146989,813159
3,76	3,856899	147424,541476
3,78	3,911192	149499,644829
3,8	3,943273	150730,08679
3,82	4,044548	154603,428726
3,84	4,051997	154885,954157
3,86	4,080817	155986,195104
3,88	4,151355	158684,056059
3,9	4,16652	159261,678894
3,92	4,289463	163959,010986
3,94	4,253766	162593,999394
3,96	4,347117	166171,619948
3,98	4,41349	168699,292156
4	4,404588	168360,042156
4,02	4,392603	167893,569271
4,04	4,527455	173063,248643
4,06	4,54841	173857,782146
4,08	4,577562	174971,002968
4,1	4,646095	177588,285999
4,12	4,632006	177054,193746
4,14	4,725371	180626,93329
4,16	4,751556	181629,142866
4,18	4,865816	185989,038683
4,2	4,919372	188037,264003
4,22	4,925708	188275,245243
4,24	5,00014	191128,088983
4,26	4,969741	189964,34586
4,28	5,098474	194884,450958
4,3	5,117295	195600,527647
4,32	5,180664	198022,894045
4,34	5,222898	199636,380531
4,36	5,233208	200033,541645
4,38	5,371169	205305,397764
4,4	5,356603	204750,855782
4,42	5,33551	203947,350894
4,44	5,403752	206554,342236
4,46	5,479868	209459,460138
4,48	5,487072	209740,233412
4,5	5,607934	214360,282149
4,52	5,620992	214855,344472
4,54	5,68569	217329,665698
4,56	5,750554	219808,87808
4,58	5,766508	220416,742724
4,6	5,88822	225073,319006
4,62	5,892349	225225,456658
4,64	5,987636	228875,070803
4,66	6,039177	230838,028449
4,68	6,076536	232269,782725
4,7	6,183291	236349,021221
4,72	6,189245	236579,040051
4,74	6,265569	239490,306625
4,76	6,280379	240068,392174
4,78	6,351526	242782,752801
4,8	6,449454	246525,612279
4,82	6,457674	246834,86897
4,84	6,440701	246188,65139
4,86	6,524631	249394,40602
4,88	6,573774	251275,378921
4,9	6,573461	251263,181907
4,92	6,73421	257401,536415
4,94	6,742343	257721,507547
4,96	6,831606	261130,654143
4,98	6,859831	262214,315509
5	6,91454	264294,206152
5,02	6,964624	266215,610094
5,04	6,98594	267031,103884
5,06	7,150988	273341,4676
5,08	7,150675	273330,779833
5,1	7,219913	275981,31356
5,12	7,26154	277568,069666
5,14	7,286337	278513,104433
5,16	7,417898	283534,99101
5,18	7,401536	282912,632472
5,2	7,528469	287768,433618
5,22	7,569086	289318,529185
5,24	7,546887	288475,234613
5,26	7,569904	289353,500119
5,28	7,710947	294738,47134
5,3	7,721473	295137,95844
5,32	7,787011	297644,699507
5,34	7,861075	300477,160574
5,36	7,885064	301399,66859
5,38	8,027619	306843,341897
5,4	8,024608	306737,40686
5,42	8,113883	310153,802443
5,44	8,164151	312063,825426
5,46	8,207613	313719,924434
5,48	8,333703	318553,005093
5,5	8,326204	318266,067625
5,52	8,477707	324046,631688
5,54	8,48074	324166,287593
5,56	8,571486	327641,715339
5,58	8,651371	330701,463434
5,6	8,661775	331087,455438
5,62	8,818501	337080,710783
5,64	8,821455	337186,583306
5,66	8,800829	336401,282871
5,68	8,861785	338745,697641
5,7	8,990658	343656,654246
5,72	8,962751	342584,86088
5,74	9,130177	348988,533241
5,76	9,13551	349195,397884
5,78	9,253675	353716,95993
5,8	9,350356	357406,956822
5,82	9,362867	357882,783275
5,84	9,563286	365543,249894
5,86	9,558231	365362,828917
5,88	9,675661	369851,394727
5,9	9,744309	372476,46423
5,92	9,822312	375439,819648
5,94	9,977908	381388,719807
5,96	9,972397	381187,695802
5,98	10,13931	387565,980055
6	10,147655	387874,971291
6,02	10,281616	393006,075915
6,04	10,379349	396737,600913
6,06	10,379235	396732,868585
6,08	10,389566	397124,364045
6,1	10,534433	402680,646966
6,12	10,613499	405690,684254
6,14	10,669705	407829,226323
6,16	10,857699	415018,079533
6,18	10,841932	414412,026657
6,2	11,045894	422218,678253
6,22	11,083177	423628,473855
6,24	11,179548	427318,391278
6,26	11,327355	432982,458879
6,28	11,335338	433283,112295
6,3	11,576985	442521,675451
6,32	11,566278	442119,443665
6,34	11,724214	448144,76947
6,36	11,821442	451863,780828
6,38	11,865322	453551,229823
6,4	12,056096	460821,72392
6,42	12,061441	461032,80392
6,44	12,256343	468485,374027
6,46	12,304514	470327,579071
6,48	12,304575	470328,29294
6,5	12,302318	470241,30129
6,52	12,54456	479505,207731
6,54	12,535039	479128,538548
6,56	12,696118	485290,835143
6,58	12,806753	489521,051736
6,6	12,851667	491240,321547
6,62	13,070756	499619,987878
6,64	13,069626	499587,024861
6,66	13,260142	506869,750255
6,68	13,311259	508820,503999
6,7	13,407942	512529,721014
6,72	13,583727	519243,384004
6,74	13,587575	519382,428178
6,76	13,816887	528175,974335
6,78	13,837773	528954,699427
6,8	13,950362	533256,660019
6,82	14,072444	537933,90675
6,84	14,088659	538559,10729
6,86	14,314155	547164,893654
6,88	14,316255	547251,776141
6,9	14,311243	547069,056369
6,92	14,389977	550079,51628
6,94	14,543024	555903,859963
6,96	14,54204	555880,333393
6,98	14,726519	562935,840283
7	14,751488	563901,646747
7,02	14,876392	568652,27707
7,04	15,006465	573640,896161
7,06	15,010296	573784,087882
7,08	15,221559	581848,990834
7,1	15,22294	581918,808994
7,12	15,372113	587590,09619
7,14	15,461579	591019,619747
7,16	15,505048	592703,181874
7,18	15,675738	599225,945615
7,2	15,680301	599403,994896
7,22	15,841951	605559,475888
7,24	15,875524	606824,725501
7,26	15,955262	609893,687557
7,28	16,095643	615264,836312
7,3	16,088363	614982,181391
7,32	16,089046	615026,041183
7,34	16,211996	619716,257396
7,36	16,292024	622790,100266
7,38	16,343928	624752,247193
7,4	16,514302	631268,996553
7,42	16,519244	631461,060034
7,44	16,677909	637503,783533
7,46	16,706766	638621,660208
7,48	16,800958	642220,666607
7,5	16,919198	646747,630734
7,52	16,925672	646986,534134
7,54	17,123537	654570,363404
7,56	17,135758	655025,491915
7,58	17,237233	658908,351539
7,6	17,3179	662002,270767
7,62	17,353243	663347,105309
7,64	17,502928	669082,290678
7,66	17,511309	669378,644808
7,68	17,645614	674510,277257
7,7	17,697999	676531,367068
7,72	17,697173	676497,130688
7,74	17,694631	676391,552652
7,76	17,866224	682957,952748
7,78	17,879146	683444,685459
7,8	17,97333	687049,367993
7,82	18,057805	690282,300253
7,84	18,082072	691208,103603
7,86	18,250055	697628,987448
7,88	18,244139	697405,626583
7,9	18,374726	702396,170536
7,92	18,410886	703752,946307
7,94	18,463499	705762,958781
7,96	18,577749	710143,635264
7,98	18,581159	710280,553176
8	18,730506	715987,682861
8,02	18,749505	716726,466313
8,04	18,83005	719809,31752
8,06	18,90723	722749,37694
8,08	18,914041	723005,699976
8,1	19,066268	728811,277006
8,12	19,064499	728740,989548
8,14	19,059444	728580,290533
8,16	19,108668	730463,970536
8,18	19,215142	734533,645304
8,2	19,218313	734637,927034
8,22	19,358956	740037,898658
8,24	19,377378	740713,862362
8,26	19,456172	743740,306982
8,28	19,534031	746713,205022
8,3	19,544564	747126,017924
8,32	19,680288	752307,78006
8,34	19,680745	752319,526391
8,36	19,770967	755782,014153
8,38	19,832886	758158,193672
8,4	19,865353	759425,751892
8,42	19,95543	762855,23285
8,44	19,950093	762637,151135
8,46	20,077645	767517,300839
8,48	20,1027	768475,03783
8,5	20,153329	770415,714987
8,52	20,22645	773216,922893
8,54	20,218484	772903,425955
8,56	20,229319	773322,606003
8,58	20,309696	776406,073822
8,6	20,360881	778379,577376
8,62	20,397681	779767,179882
8,64	20,490348	783285,954532
8,66	20,49145	783359,012766
8,68	20,602687	787635,870564
8,7	20,613638	788021,563307
8,72	20,673751	790306,126359
8,74	20,735958	792675,723773
8,76	20,750093	793233,039759
8,78	20,869976	797833,077238
8,8	20,873203	797943,92686
8,82	20,949729	800865,084347
8,84	20,990533	802428,918864
8,86	21,018587	803515,13265
8,88	21,116185	807231,228649
8,9	21,111902	807067,548326
8,92	21,21605	811029,188331
8,94	21,220443	811205,58016
8,96	21,228169	811516,487972
8,98	21,229634	811574,060636
9	21,345345	816002,416442
9,02	21,347774	816091,312144
9,04	21,415042	818673,271685
9,06	21,462316	820466,271572
9,08	21,493937	821693,375935
9,1	21,591524	825415,296915
9,12	21,59327	825513,362746
9,14	21,680184	828795,75887
9,16	21,699422	829568,039294
9,18	21,750882	831529,35795
9,2	21,819522	834150,049163
9,22	21,818346	834118,135296
9,24	21,924591	838159,341669
9,26	21,925625	838234,266316
9,28	21,998811	841041,226122
9,3	22,045093	842793,477009
9,32	22,069701	843684,405225
9,34	22,147472	846688,958942
9,36	22,149516	846764,143547
9,38	22,148915	846754,417241
9,4	22,196183	848558,712374
9,42	22,267302	851261,187008
9,44	22,260267	851019,732712
9,46	22,376545	855450,999592
9,48	22,376716	855469,411911
9,5	22,433886	857665,522453
9,52	22,476522	859292,286903
9,54	22,512767	860635,477311
9,56	22,591438	863659,090376
9,58	22,591455	863673,964345
9,6	22,665811	866524,781513
9,62	22,695352	867645,316671
9,64	22,731791	869028,109299
9,66	22,807737	871947,128673
9,68	22,804698	871814,095141
9,7	22,894466	875264,096962
9,72	22,899125	875412,125959
9,74	22,948426	877319,889186
9,76	22,996356	879139,70473
9,78	22,999958	879274,391507
9,8	22,995538	879108,587103
9,82	23,070074	882001,226288
9,84	23,085027	882549,194968
9,86	23,125873	884102,027936
9,88	23,19004	886558,760899
9,9	23,186226	886420,656196
9,92	23,295323	890587,598986
9,94	23,301726	890854,455681
9,96	23,343165	892445,293677
9,98	23,380158	893861,310021
10	23,398581	894605,239159
10,02	23,492065	898120,705187
10,04	23,495884	898301,879317
10,06	23,549207	900349,175932
10,08	23,574049	901258,326489
10,1	23,613119	902776,410366
10,12	23,681226	905380,487684
10,14	23,679079	905290,144037
10,16	23,763321	908511,314536
10,18	23,77415	908931,714262
10,2	23,766385	908642,127316
10,22	23,77827	909088,07188
10,24	23,855354	912072,480415
10,26	23,860294	912243,948068
10,28	23,928271	914817,39765
10,3	23,945142	915470,282558
10,32	23,981609	916874,147678
10,34	24,048972	919453,525562
10,36	24,048087	919399,334987
10,38	24,132059	922613,26074
10,4	24,135886	922777,182275
10,42	24,177532	924345,20044
10,44	24,226658	926243,820894
10,46	24,236487	926634,103103
10,48	24,311091	929465,283379
10,5	24,312973	929529,319735
10,52	24,369276	931677,284695
10,54	24,39339	932601,004528
10,56	24,41894	933580,075036
10,58	24,483876	936067,559857
10,6	24,483954	936072,967093
10,62	24,482224	936017,537242
10,64	24,523182	937567,473666
10,66	24,57232	939438,797587
10,68	24,573247	939476,545863
10,7	24,665915	943038,176221
10,72	24,666785	943055,007944
10,74	24,722663	945209,045921
10,76	24,74721	946112,38543
10,78	24,771619	947094,548746
10,8	24,839409	949671,104128
10,82	24,846622	949903,250485
10,84	24,914872	952564,920594
10,86	24,923736	952870,100464
10,88	24,957255	954157,892787
10,9	25,001855	955884,514915
10,92	25,006512	956028,661635
10,94	25,087245	959144,961292
10,96	25,072801	958603,066085
10,98	25,135306	960951,255898
11	25,158873	961871,306581
11,02	25,152469	961643,747795
11,04	25,158647	961851,575459
11,06	25,222301	964296,102663
11,08	25,235248	964799,816956
11,1	25,268303	966060,119802
11,12	25,318751	967983,187863
11,14	25,321805	968094,510721
11,16	25,390924	970742,097216
11,18	25,385032	970530,447588
11,2	25,4397	972620,855586
11,22	25,465066	973596,700649
11,24	25,485217	974363,05011
11,26	25,544572	976657,163749
11,28	25,549499	976828,080689
11,3	25,608364	979069,780122
11,32	25,615851	979334,650953
11,34	25,650503	980683,348734
11,36	25,696252	982392,979653
11,38	25,699704	982549,869734
11,4	25,772083	985306,424704
11,42	25,774057	985429,442841
11,44	25,768567	985160,066422
11,46	25,787328	985895,611471
11,48	25,849674	988299,444061
11,5	25,849373	988245,801866
11,52	25,925707	991152,666036
11,54	25,936162	991579,156633
11,56	25,962382	992591,877466
11,58	26,008028	994348,271096
11,6	26,003225	994145,581947
11,62	26,077256	996959,658752
11,64	26,077814	997037,593238
11,66	26,123896	998785,181503
11,68	26,154279	999938,029945
11,7	26,16592	1000372,79189
11,72	26,219585	1002436,732776
11,74	26,223209	1002561,134276
11,76	26,279843	1004731,399001
11,78	26,290029	1005130,495529
11,8	26,320979	1006298,621829
11,82	26,357651	1007708,586697
11,84	26,353404	1007539,386598
11,86	26,354117	1007589,842677
11,88	26,395111	1009153,170101
11,9	26,425779	1010312,498293
11,92	26,445899	1011073,628836
11,94	26,5022	1013235,681735
11,96	26,498355	1013120,726831
11,98	26,561258	1015499,041992
12	26,573437	1015972,388459
12,02	26,596193	1016818,263502
12,04	26,638788	1018450,070474
12,06	26,634619	1018291,190698
12,08	26,709099	1021162,367944
12,1	26,711653	1021206,000881
12,12	26,747749	1022622,869675
12,14	26,771712	1023518,656566
12,16	26,785551	1024069,295774
12,18	26,849576	1026525,013966
12,2	26,850425	1026544,927973
12,22	26,898279	1028378,19897
12,24	26,909807	1028825,821366
12,26	26,910955	1028879,611303
12,28	26,912859	1028923,211538
12,3	26,976276	1031362,778333
12,32	26,977168	1031383,434961
12,34	27,022504	1033111,157273
12,36	27,055504	1034349,431116
12,38	27,05844	1034509,182215
12,4	27,102421	1036192,598735
12,42	27,108123	1036406,085882
12,44	27,16469	1038559,203795
12,46	27,187825	1039470,674397
12,48	27,201783	1039960,839989
12,5	27,233506	1041194,006325
12,52	27,233426	1041171,294684
12,54	27,301226	1043776,482972
12,56	27,299608	1043743,439519
12,58	27,336173	1045112,043485
12,6	27,364272	1046204,584632
12,62	27,372521	1046505,689773
12,64	27,423086	1048461,879185
12,66	27,421318	1048357,891499
12,68	27,418175	1048231,32974
12,7	27,44528	1049294,71871
12,72	27,480891	1050650,39845
12,74	27,474784	1050423,872801
12,76	27,531536	1052538,67914
12,78	27,530468	1052538,515913
12,8	27,570216	1054058,596119
12,82	27,599707	1055192,618965
12,84	27,609004	1055528,471055
12,86	27,650337	1057132,551222
12,88	27,654858	1057311,528066
12,9	27,698775	1058976,758698
12,92	27,716317	1059628,243178
12,94	27,736662	1060422,022648
12,96	27,783911	1062228,112783
12,98	27,783497	1062232,275473
13	27,825493	1063798,293711
13,02	27,827592	1063904,862798
13,04	27,871667	1065634,598317
13,06	27,911651	1067109,609331
13,08	27,907762	1066952,603251
13,1	27,913669	1067223,542081
13,12	27,914867	1067241,833782
13,14	27,934756	1068007,398987
13,16	27,953353	1068727,714212
13,18	27,963029	1069059,563181
13,2	28,001463	1070564,56581
13,22	28,000071	1070521,479287
13,24	28,048331	1072377,63107
13,26	28,064258	1072954,51442
13,28	28,085149	1073752,507701
13,3	28,120108	1075114,24337
13,32	28,119077	1075058,737591
13,34	28,169041	1076925,086906
13,36	28,172669	1077090,54594
13,38	28,206116	1078341,311921
13,4	28,222837	1079039,431197
13,42	28,235799	1079520,81311
13,44	28,291067	1081617,763021
13,46	28,288093	1081479,709389
13,48	28,323012	1082851,648589
13,5	28,33593	1083364,221923
13,52	28,338605	1083439,664462
13,54	28,339375	1083465,304511
13,56	28,393126	1085513,576735
13,58	28,39591	1085623,710123
13,6	28,423774	1086714,828805
13,62	28,450504	1087717,299177
13,64	28,456236	1087986,080179
13,66	28,500963	1089656,855221
13,68	28,497571	1089540,127701
13,7	28,542534	1091236,715004
13,72	28,559158	1091895,288618
13,74	28,582975	1092747,094887
13,76	28,617132	1094107,225615
