TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,598917	22884,948678
0,04	0,398525	15227,863517
0,06	0,518873	19825,655295
0,08	1,387838	53030,402867
0,1	1,068402	40824,472626
0,12	0,697616	26655,839781
0,14	0,388097	14829,01828
0,16	0,787185	30077,699535
0,18	0,499149	19072,430266
0,2	0,601711	22991,251773
0,22	0,509097	19452,890821
0,24	0,165897	6338,842098
0,26	0,901112	34431,363535
0,28	0,723503	27645,391704
0,3	0,670727	25628,183864
0,32	0,749069	28621,74643
0,34	0,601713	22991,200451
0,36	0,584084	22317,388484
0,38	0,451653	17257,446988
0,4	0,599623	22911,423594
0,42	0,426896	16311,855256
0,44	0,64789	24755,826754
0,46	0,418979	16009,776008
0,48	0,723515	27645,155412
0,5	0,415165	15863,423316
0,52	1,46008	55790,667683
0,54	1,40933	53850,406594
0,56	0,367977	14060,469643
0,58	0,588356	22481,102695
0,6	0,51319	19609,122382
0,62	0,03023	1155,151553
0,64	0,776476	29669,20513
0,66	0,528446	20192,018128
0,68	0,645948	24681,775546
0,7	0,565901	21622,7148
0,72	0,390039	14903,69821
0,74	0,808653	30899,108759
0,76	0,486414	18586,204031
0,78	0,601715	22991,159259
0,8	0,501651	19168,324244
0,82	0,636158	24308,027758
0,84	0,634185	24232,515105
0,86	0,526073	20100,963265
0,88	0,701197	26793,049006
0,9	0,403741	15426,953587
0,92	0,515631	19702,269963
0,94	1,432343	54729,610447
0,96	1,268168	48455,20267
0,98	0,726972	27777,397632
1	0,541729	20699,686988
1,02	0,670095	25604,531903
1,04	0,526854	20131,599645
1,06	0,664465	25388,812243
1,08	0,661926	25292,783692
1,1	0,609988	23307,830067
1,12	0,708328	27064,884371
1,14	0,119563	4568,479385
1,16	0,878548	33569,618552
1,18	0,561439	21452,8594
1,2	0,391116	14944,485582
1,22	0,777546	29710,468134
1,24	0,493249	18847,042842
1,26	0,616798	23568,476144
1,28	0,444178	16972,184514
1,3	0,638786	24408,20062
1,32	0,597525	22831,396471
1,34	0,807628	30859,368241
1,36	1,254921	47951,962129
1,38	1,509595	57682,501589
1,4	0,715961	27356,575405
1,42	0,550918	21050,567602
1,44	0,840589	32120,022225
1,46	0,763986	29192,152244
1,48	0,921757	35220,281791
1,5	0,725235	27711,575858
1,52	0,833623	31852,232357
1,54	0,749074	28621,645551
1,56	0,741207	28321,661381
1,58	0,87331	33368,671036
1,6	0,667593	25509,002705
1,62	0,533167	20372,738131
1,64	0,636818	24333,058307
1,66	0,263616	10072,714735
1,68	0,776474	29669,252188
1,7	0,622206	23774,633224
1,72	0,441349	16863,832595
1,74	0,337138	12882,145877
1,76	0,516452	19733,010527
1,78	1,257609	48053,186994
1,8	1,049057	40084,826386
1,82	0,439451	16791,259839
1,84	0,064062	2447,859381
1,86	0,138971	5310,139852
1,88	0,22971	8777,179987
1,9	0,144866	5535,270285
1,92	0,476147	18194,01106
1,94	0,558606	21343,703301
1,96	0,653795	24981,267974
1,98	0,802002	30644,813488
2	0,509265	19458,38525
2,02	0,646722	24710,954141
2,04	0,563066	21514,928801
2,06	0,822607	31431,331964
2,08	0,655707	25054,561076
2,1	0,745809	28497,608322
2,12	0,99724	38104,153905
2,14	0,868589	33188,80469
2,16	1,00225	38296,122968
2,18	1,044349	39904,222178
2,2	0,936225	35774,233497
2,22	1,038722	39689,572066
2,24	1,156084	44174,055278
2,26	1,135269	43379,32971
2,28	1,243224	47503,829333
2,3	1,310707	50080,925868
2,32	1,333774	50963,486959
2,34	1,24324	47503,491679
2,36	1,317671	50349,154314
2,38	1,39239	53201,990516
2,4	1,28297	49021,438279
2,42	1,426763	54517,702319
2,44	1,467524	56074,1242
2,46	1,530843	58493,415694
2,48	1,587437	60655,67549
2,5	1,583472	60504,691667
2,52	1,59716	61026,844236
2,54	1,652006	63121,366835
2,56	1,671621	63871,585785
2,58	1,706257	65196,60871
2,6	1,807392	69062,376713
2,62	1,717021	65607,033858
2,64	1,77849	67956,964564
2,66	1,798604	68725,10397
2,68	1,868176	71383,035997
2,7	1,945161	74324,369882
2,72	1,935696	73961,693323
2,74	2,020868	77216,933685
2,76	1,986632	75909,411178
2,78	2,005719	76637,315765
2,8	2,114493	80795,044648
2,82	2,068131	79021,922611
2,84	2,133393	81517,236875
2,86	2,200144	84069,160183
2,88	2,212673	84546,680475
2,9	2,210634	84466,364375
2,92	2,254633	86148,524992
2,94	2,3516	89853,015738
2,96	2,334269	89191,879341
2,98	2,40573	91922,283696
3	2,500317	95537,841235
3,02	2,50752	95811,787439
3,04	2,454073	93770,348407
3,06	2,471251	94425,068443
3,08	2,514991	96098,560532
3,1	2,58176	98650,699892
3,12	2,642142	100956,373738
3,14	2,638513	100816,921146
3,16	2,70097	103205,683236
3,18	2,690437	102802,317367
3,2	2,80967	107356,997488
3,22	2,848801	108854,333413
3,24	2,849837	108893,417585
3,26	2,932857	112065,320342
3,28	2,971704	113547,473042
3,3	3,0136	115149,695039
3,32	3,026921	115656,944837
3,34	3,0879	117988,205756
3,36	3,196457	122138,357063
3,38	3,172728	121229,42815
3,4	3,234696	123599,079722
3,42	3,267627	124857,120787
3,44	3,195865	122112,073547
3,46	3,218172	122963,826425
3,48	3,314574	126647,310984
3,5	3,307296	126373,864678
3,52	3,400223	129922,441838
3,54	3,467309	132486,667919
3,56	3,524983	134689,0295
3,58	3,560936	136065,451088
3,6	3,546035	135493,500861
3,62	3,685323	140813,307667
3,64	3,665874	140069,829896
