TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,646643	24705,522369
0,04	0,570348	21790,822701
0,06	0,746315	28514,020385
0,08	0,554735	21194,359783
0,1	0,695258	26563,156728
0,12	0,736724	28147,765052
0,14	0,180398	6892,319817
0,16	0,81026	30957,14191
0,18	0,495818	18943,314993
0,2	0,63883	24407,278775
0,22	0,588398	22480,229221
0,24	0,385755	14738,348625
0,26	0,799866	30560,280685
0,28	0,718338	27444,770749
0,3	0,533989	20401,87947
0,32	0,649871	24828,70864
0,34	0,556235	21251,998812
0,36	1,108504	42352,369402
0,38	0,942107	35993,476709
0,4	1,363585	52096,557125
0,42	0,340864	13023,026066
0,44	0,772753	29523,661067
0,46	0,694059	26517,046594
0,48	0,773827	29565,135643
0,5	0,510775	19514,774711
0,52	0,647922	24755,151322
0,54	0,672	25675,234188
0,56	0,425939	16273,891466
0,58	0,618866	23645,277785
0,6	0,598938	22884,508418
0,62	0,428863	16386,269714
0,64	0,782412	29893,981032
0,66	0,644029	24606,92133
0,68	0,747425	28557,018585
0,7	0,715981	27356,162429
0,72	0,52369	20009,490776
0,74	0,833647	31851,728134
0,76	0,646621	24705,959133
0,78	0,371383	14189,880826
0,8	1,432962	54751,184676
0,82	1,577642	60279,583295
0,84	0,340848	13023,366835
0,86	0,667614	25508,559165
0,88	0,62088	23722,811327
0,9	0,338389	12929,185981
0,92	0,732722	27995,896661
0,94	0,68615	26216,695458
0,96	0,694634	26540,636904
0,98	0,482118	18420,77445
1	0,601731	22990,823666
1,02	0,689193	26332,827543
1,04	0,687364	26263,312751
1,06	0,696431	26609,681581
1,08	0,789321	30158,496575
1,1	0,525287	20070,377967
1,12	0,733285	28017,848036
1,14	0,077021	2942,852158
1,16	0,895065	34199,953125
1,18	0,656243	25074,03833
1,2	0,556983	21280,779914
1,22	1,470388	56182,543437
1,24	1,514906	57882,089501
1,26	0,621563	23748,335611
1,28	0,871906	33313,044856
1,3	0,761292	29086,39874
1,32	0,821004	31369,024778
1,34	0,825593	31543,331808
1,36	0,665125	25412,203443
1,38	0,815908	31173,508644
1,4	0,514033	19639,634884
1,42	0,770567	29441,203977
1,44	0,821028	31368,523636
1,46	0,845611	32308,239443
1,48	0,747979	28578,496
1,5	0,887126	33894,326583
1,52	0,673252	25722,569125
1,54	0,853472	32609,489938
1,56	0,507487	19389,280578
1,58	0,682495	26076,362508
1,6	0,71947	27489,865842
1,62	0,636185	24307,460173
1,64	1,584314	60533,917373
1,66	1,56569	59821,645694
1,68	0,57544	21986,445611
1,7	0,414991	15856,022074
1,72	0,395384	15106,71244
1,74	0,628251	24004,112674
1,76	0,505808	19326,797676
1,78	0,086312	3297,853217
1,8	0,192044	7337,276722
1,82	0,087209	3331,978102
1,84	0,158159	6042,893237
1,86	0,431968	16504,339732
1,88	0,716677	27382,520699
1,9	0,71022	27136,362446
1,92	0,296476	11327,767166
1,94	0,402902	15394,56726
1,96	0,644792	24636,46305
1,98	0,65828	25151,276598
2	0,610822	23338,423349
2,02	0,895157	34203,148003
2,04	0,885308	33825,908674
2,06	0,640886	24487,373683
2,08	0,770646	29445,500385
2,1	0,909525	34752,05516
2,12	0,843187	32217,976922
2,14	0,891898	34077,620439
2,16	1,003125	38327,140834
2,18	1,067329	40781,763186
2,2	0,99641	38071,900005
2,22	1,136428	43420,406996
2,24	1,327212	50710,500255
2,26	1,267586	48432,002083
2,28	1,244616	47554,218377
2,3	1,365119	52158,43093
2,32	1,338177	51130,481925
2,34	1,323733	50578,073172
2,36	1,276152	48758,281118
2,38	1,415366	54077,541094
2,4	1,404077	53647,187795
2,42	1,416256	54111,328286
2,44	1,438476	54963,056186
2,46	1,492158	57012,453536
2,48	1,489918	56926,654919
2,5	1,527349	58356,29077
2,52	1,543154	58959,822455
2,54	1,537701	58752,856254
2,56	1,613131	61632,425902
2,58	1,651281	63091,614052
