TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,634557	24285,465726
0,04	0,443059	16956,46518
0,06	0,496208	18990,866977
0,08	0,63061	24134,443908
0,1	0,34985	13389,445071
0,12	1,491678	57089,322569
0,14	1,384905	53001,719525
0,16	0,426792	16334,163541
0,18	0,618603	23675,940849
0,2	0,534937	20473,398354
0,22	0,615248	23546,537652
0,24	0,400641	15333,607304
0,26	0,827485	31669,665207
0,28	0,608455	23286,159025
0,3	0,785706	30070,618504
0,32	0,526315	20143,254609
0,34	0,646259	24732,836091
0,36	0,675837	25865,032384
0,38	0,631931	24184,838698
0,4	0,360177	13784,83981
0,42	0,286876	10979,541542
0,44	0,832998	31880,596749
0,46	0,559271	21404,738087
0,48	0,5783	22132,363276
0,5	0,542661	20768,885626
0,52	0,403945	15459,478273
0,54	0,941415	36029,659422
0,56	1,240085	47459,932709
0,58	1,508563	57734,475616
0,6	0,531034	20324,023462
0,62	0,683778	26169,848742
0,64	0,534947	20473,204016
0,66	0,509439	19497,709312
0,68	0,662146	25341,595717
0,7	0,624646	23906,066784
0,72	0,794125	30393,309407
0,74	0,47566	18204,445058
0,76	0,835502	31975,83005
0,78	0,700021	26791,054682
0,8	0,614555	23520,992981
0,82	0,557774	21347,86472
0,84	0,2306	8825,578032
0,86	0,814311	31165,264397
0,88	0,506179	19371,920195
0,9	0,631918	24185,097497
0,92	0,625299	23931,810429
0,94	0,431639	16519,646586
0,96	0,571057	21855,34584
0,98	1,52995	58554,419602
1	1,171688	44843,457582
1,02	0,54724	20944,227132
1,04	0,454185	17382,440568
1,06	0,723975	27708,048045
1,08	0,687422	26309,126156
1,1	0,637822	24410,692273
1,12	0,59251	22676,438006
1,14	0,473908	18137,351297
1,16	0,506983	19403,717598
1,18	0,581865	22270,037947
1,2	0,3338	12775,260405
1,22	0,426789	16334,243955
1,24	0,467722	17900,621654
1,26	0,757134	28976,373141
1,28	0,719937	27553,750196
1,3	0,60913	23312,487879
1,32	0,382581	14642,362677
1,34	0,317188	12139,218609
1,36	0,653927	25027,005239
1,38	0,500382	19150,671485
1,4	0,927168	35484,217221
1,42	0,754919	28892,408168
1,44	0,672111	25723,738349
1,46	0,747732	28616,668952
1,48	0,87587	33520,107028
1,5	0,837006	32032,713265
1,52	0,751069	28744,025967
1,54	0,901635	34505,155858
1,56	0,648203	24806,331039
1,58	0,906704	34698,737433
1,6	0,711256	27219,134233
1,62	0,76044	29101,955967
1,64	0,506194	19371,60101
1,66	0,629321	24083,220566
1,68	0,641754	24559,40961
1,7	0,561532	21489,266774
1,72	0,659673	25244,288646
1,74	0,454214	17381,828319
1,76	0,230619	8825,176912
1,78	0,039839	1524,590623
1,8	0,340226	13019,786745
1,82	1,013007	38765,869435
1,84	0,61392	23494,176507
1,86	0,118616	4539,322543
1,88	0,403965	15459,06453
1,9	0,299668	11467,698645
1,92	0,505532	19345,803636
1,94	0,474104	18142,893567
1,96	0,335299	12831,182639
1,98	0,62413	23884,751141
2	0,676598	25892,294192
2,02	0,840598	32168,530498
2,04	0,778945	29808,665823
2,06	0,485372	18574,547844
2,08	0,614047	23498,977225
2,1	0,70842	27111,434509
2,12	0,68148	26080,310908
2,14	0,835607	31979,096736
2,16	1,051656	40247,546713
2,18	1,073578	41086,795623
2,2	0,941884	36046,006165
2,22	1,176733	45035,422804
2,24	1,037293	39699,201025
2,26	0,998466	38213,010381
2,28	1,107913	42400,550611
2,3	1,168197	44709,884812
2,32	1,167177	44667,960024
2,34	1,316236	50375,392969
2,36	1,264983	48413,680985
2,38	1,425811	54567,477945
2,4	1,31845	50459,934573
2,42	1,262693	48325,189325
2,44	1,352409	51759,581005
2,46	1,357321	51947,648505
2,48	1,548605	59268,075395
2,5	1,583382	60600,603895
2,52	1,584995	60660,136859
2,54	1,696808	64939,585854
2,56	1,654613	63323,914867
2,58	1,628739	62335,099162
2,6	1,67407	64071,023273
2,62	1,671574	63976,020818
2,64	1,686236	64534,715616
2,66	1,698283	64995,770158
2,68	1,735098	66406,107957
2,7	1,880768	71981,038924
2,72	1,833741	70180,291618
2,74	1,953283	74754,702233
2,76	1,956247	74869,060063
2,78	1,947721	74542,786954
2,8	2,010357	76940,668363
2,82	1,994161	76320,123547
2,84	2,09704	80259,517865
2,86	2,025393	77517,006138
2,88	2,153438	82416,909801
2,9	2,231056	85387,618927
2,92	2,227899	85265,880455
2,94	2,286325	87502,310004
2,96	2,322812	88897,570911
2,98	2,390351	91487,029297
3	2,46888	94486,502821
3,02	2,413432	92367,805568
3,04	2,520673	96472,940665
3,06	2,569103	98324,150041
3,08	2,563234	98101,443937
3,1	2,544053	97364,750206
3,12	2,519372	96421,988548
3,14	2,580613	98762,435288
3,16	2,684726	102748,913272
3,18	2,69603	103180,657199
3,2	2,751682	105316,381014
3,22	2,804113	107322,269907
3,24	2,83747	108597,487322
3,26	2,987217	114326,57113
3,28	2,931797	112207,427855
3,3	3,001756	114885,9253
3,32	2,968448	113611,04214
3,34	3,00263	114916,860326
3,36	3,143563	120310,717072
3,38	3,157299	120836,315454
3,4	3,19865	122419,97339
3,42	3,150347	120567,900773
3,44	3,268951	125107,291585
3,46	3,313124	126802,208665
3,48	3,309548	126668,790506
3,5	3,347167	128101,485106
3,52	3,376929	129244,16173
3,54	3,382277	129445,622652
3,56	3,432642	131376,833199
3,58	3,473983	132957,992052
3,6	3,478273	133123,279117
3,62	3,626469	138792,503897
3,64	3,616143	138396,482335
3,66	3,68094	140881,475641
3,68	3,716334	142231,720885
3,7	3,772239	144370,498934
3,72	3,798414	145371,295657
3,74	3,855548	147560,863024
3,76	3,952445	151267,800512
3,78	3,925367	150233,723689
3,8	3,996381	152951,093661
3,82	4,035615	154448,283034
3,84	4,05327	155132,301279
3,86	4,117093	157570,780548
3,88	4,149381	158807,880734
3,9	4,148353	158764,105139
3,92	4,176863	159859,679289
3,94	4,269607	163406,638058
3,96	4,282732	163909,522665
3,98	4,375051	167445,195711
4	4,364813	167050,759975
4,02	4,451379	170362,781536
4,04	4,538008	173678,891349
4,06	4,532127	173454,382645
4,08	4,643168	177701,892397
4,1	4,652655	178065,062309
4,12	4,736864	181286,718309
4,14	4,783608	183076,637269
