TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,370113	14149,727088
0,04	0,963649	36840,020025
0,06	1,273985	48702,977157
0,08	0,610461	23338,402305
0,1	0,644435	24636,74729
0,12	0,681622	26058,328425
0,14	0,749373	28648,350979
0,16	0,743205	28413,041526
0,18	0,357487	13666,508533
0,2	0,874923	33447,999981
0,22	0,495618	18947,458732
0,24	0,584595	22348,983377
0,26	0,783709	29961,511731
0,28	0,496455	18979,777846
0,3	0,799555	30566,720383
0,32	0,763188	29176,408502
0,34	0,583147	22294,596674
0,36	0,703935	26911,66094
0,38	0,715131	27339,338747
0,4	0,713385	27272,043184
0,42	0,498989	19075,73808
0,44	0,086281	3298,486818
0,46	1,142242	43667,572734
0,48	1,314329	50246,437423
0,5	0,674222	25775,597434
0,52	0,390977	14947,349545
0,54	0,62534	23907,194528
0,56	0,493928	18882,888419
0,58	0,586731	22430,907668
0,6	0,570109	21795,782226
0,62	0,637255	24362,687865
0,64	0,685293	26198,514565
0,66	0,619307	23675,9329
0,68	0,728448	27848,380334
0,7	0,607718	23233,471122
0,72	0,849724	32484,620595
0,74	0,654084	25005,96042
0,76	0,757683	28966,54328
0,78	0,644433	24636,800178
0,8	0,462467	17680,244276
0,82	0,835337	31934,82142
0,84	0,739273	28261,877557
0,86	0,158099	6044,130773
0,88	1,58403	60555,350552
0,9	1,520698	58135,423863
0,92	0,556764	21285,313801
0,94	0,411804	15743,253086
0,96	0,726722	27782,5746
0,98	0,704533	26934,246245
1	0,547684	20938,158616
1,02	0,553754	21170,219633
1,04	0,700975	26797,648713
1,06	0,62268	23804,394737
1,08	0,623342	23830,210425
1,1	0,569387	21767,512558
1,12	0,44872	17154,021431
1,14	0,661706	25297,356559
1,16	0,529056	20225,970154
1,18	0,735869	28132,010545
1,2	0,524304	20043,78386
1,22	0,339495	12978,961081
1,24	0,88442	33811,30021
1,26	0,803722	30726,228591
1,28	0,81968	31336,378762
1,3	1,457885	55734,819841
1,32	1,576776	60281,918418
1,34	0,683449	26128,739656
1,36	0,736438	28153,69304
1,38	0,877773	33557,614926
1,4	0,775672	29654,123451
1,42	0,84922	32466,062387
1,44	0,849239	32465,682417
1,46	0,558269	21342,499546
1,48	0,695586	26591,801435
1,5	0,841309	32163,690991
1,52	0,691959	26453,906676
1,54	0,843301	32239,410208
1,56	0,86386	33025,526611
1,58	0,865802	33099,218423
1,6	0,474942	18157,569026
1,62	0,53142	20316,362702
1,64	0,076992	2943,442221
1,66	0,407729	15587,21444
1,68	0,347999	13304,402084
1,7	0,425769	16277,409346
1,72	1,463034	55931,74706
1,74	1,388843	53094,998363
1,76	0,456265	17443,316937
1,78	0,475119	18163,518069
1,8	0,37925	14498,583107
1,82	0,355357	13585,217365
1,84	0,311487	11908,329805
1,86	0,475999	18197,09233
1,88	0,600245	22947,24043
1,9	0,518827	19835,426857
1,92	0,567322	21688,311203
1,94	0,442317	16909,898651
1,96	0,678658	25945,364485
1,98	0,581861	22244,509861
2	0,799122	30550,604778
2,02	0,820277	31359,642018
2,04	0,763834	29201,279506
2,06	0,969255	37055,213888
2,08	0,89203	34102,522323
2,1	1,043987	39911,712046
2,12	1,127512	43104,504999
2,14	0,890614	34048,936441
2,16	0,839409	32091,23483
2,18	1,12305	42934,268724
2,2	0,957557	36607,220607
2,22	1,279555	48919,13843
2,24	1,269403	48530,301376
2,26	1,28024	48943,447471
2,28	1,198992	45837,656562
2,3	1,260821	48201,865988
2,32	1,33861	51176,734851
2,34	1,311843	50151,346928
2,36	1,279592	48918,363038
2,38	1,333322	50972,853432
2,4	1,422178	54370,566384
2,42	1,543651	59013,384535
2,44	1,561151	59682,22503
2,46	1,599757	61157,995348
2,48	1,637917	62619,451569
2,5	1,641769	62764,961932
2,52	1,589004	60747,31452
2,54	1,639983	62696,881783
2,56	1,598418	61108,704712
2,58	1,677251	64122,797495
2,6	1,690445	64624,781886
2,62	1,751126	66946,383241
2,64	1,785441	68255,39359
2,66	1,826829	69839,257302
2,68	1,892227	72339,247696
2,7	1,919625	73387,198566
2,72	1,912445	73111,695717
2,74	1,992034	76156,654231
2,76	1,985312	75899,545014
2,78	2,069177	79107,449452
2,8	2,009788	76835,240234
2,82	2,092132	79981,521673
2,84	2,11401	80816,707574
2,86	2,17442	83126,529026
2,88	2,1981	84033,089017
2,9	2,227166	85145,376228
2,92	2,303561	88064,396907
2,94	2,304267	88092,542616
2,96	2,26233	86490,85664
2,98	2,330082	89077,913897
3	2,449461	93644,824797
3,02	2,395715	91585,847396
3,04	2,48118	94856,139421
3,06	2,518956	96300,26984
3,08	2,610081	99781,800374
