TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,61212	23344,406325
0,04	0,699666	26684,008055
0,06	0,507245	19345,725313
0,08	0,710963	27114,56983
0,1	0,135525	5168,548735
0,12	0,535398	20418,841174
0,14	0,379638	14478,524475
0,16	0,61689	23526,63501
0,18	0,647393	24690,008584
0,2	0,720911	27494,299903
0,22	0,691222	26362,286434
0,24	0,571016	21777,019833
0,26	0,960353	36626,462913
0,28	1,359029	51832,12211
0,3	1,463803	55828,551244
0,32	0,439027	16743,942275
0,34	0,70562	26911,763161
0,36	0,533036	20329,232045
0,38	0,781718	29813,829007
0,4	0,50724	19345,831695
0,42	0,484406	18475,437301
0,44	0,057232	2182,830507
0,46	0,587633	22412,244879
0,48	0,550813	21008,014301
0,5	0,529076	20178,981154
0,52	0,627648	23938,101053
0,54	0,678359	25872,190345
0,56	0,589058	22466,596469
0,58	0,576832	22000,422446
0,6	0,703234	26821,107854
0,62	0,493837	18834,880463
0,64	0,517054	19720,570342
0,66	0,728985	27803,463524
0,68	0,354494	13520,771651
0,7	1,39614	53248,16808
0,72	1,05707	40316,897454
0,74	0,562116	21438,865777
0,76	0,5243	19996,879332
0,78	0,53224	20299,402218
0,8	0,758858	28942,237718
0,82	0,693616	26455,190724
0,84	0,638896	24367,359574
0,86	0,493828	18835,072749
0,88	0,641516	24467,21873
0,9	0,713281	27205,112827
0,92	0,490423	18705,103024
0,94	0,417486	15922,82693
0,96	0,52191	19904,912327
0,98	0,58262	22220,968578
1	0,729559	27825,414414
1,02	0,653162	24911,951975
1,04	0,546996	20862,349131
1,06	0,643479	24541,744055
1,08	0,428382	16338,735997
1,1	0,443762	16925,304616
1,12	0,983195	37498,798496
1,14	0,850042	32420,075645
1,16	0,583338	22248,399047
1,18	0,282065	10758,185469
1,2	0,703248	26820,829353
1,22	0,574657	21916,94078
1,24	0,563598	21495,82936
1,26	0,594728	22682,579057
1,28	0,543916	20745,257867
1,3	0,466778	17803,178002
1,32	0,532245	20299,304842
1,34	0,773628	29505,562734
1,36	0,747178	28496,18448
1,38	0,830587	31678,122178
1,4	0,744901	28411,077834
1,42	0,773628	29505,562734
1,44	0,8671	33072,377288
1,46	0,752748	28709,760419
1,48	0,88672	33819,383446
1,5	0,694236	26477,907577
1,52	0,726103	27693,630124
1,54	0,800248	30521,584969
1,56	0,946176	36087,204818
1,58	0,790235	30139,594824
1,6	0,701446	26752,771643
1,62	0,971957	37070,786153
1,64	0,773616	29505,811297
1,66	0,480062	18309,641763
1,68	0,507231	19346,020138
1,7	0,627637	23938,339829
1,72	0,585481	22330,657697
1,74	0,51135	19502,898386
1,76	0,477442	18209,323674
1,78	0,562123	21438,715276
1,8	0,250902	9569,411658
1,82	0,277854	10597,404734
1,84	0,542522	20691,723759
1,86	0,50739	19351,750626
1,88	0,705122	26893,592447
1,9	0,609468	23245,273462
1,92	0,832696	31758,598216
1,94	0,527641	20124,001186
1,96	0,733687	27982,191142
1,98	0,779117	29715,50985
2	0,635071	24221,409812
2,02	1,178993	44966,587714
2,04	0,180603	6888,102544
2,06	0,751738	28671,179502
2,08	0,77695	29633,582314
2,1	0,767191	29260,598438
2,12	0,840214	32045,259159
2,14	1,072125	40889,911537
2,16	1,015912	38746,171978
2,18	1,097614	41862,738027
2,2	1,085333	41393,880288
2,22	1,222276	46617,83867
2,24	1,19278	45492,310389
2,26	1,31512	50158,598511
2,28	1,32275	50449,437997
2,3	1,324639	50522,125441
2,32	1,377407	52533,273282
2,34	1,319249	50316,546829
2,36	1,426122	54392,790822
2,38	1,516447	57836,992697
2,4	1,48008	56449,812181
2,42	1,546258	58975,410997
2,44	1,574743	60061,064789
2,46	1,579794	60253,605108
2,48	1,597184	60918,369793
2,5	1,644251	62713,625696
2,52	1,641233	62595,94475
2,54	1,708562	65163,385904
2,56	1,605626	61236,455402
2,58	1,749031	66708,165876
2,6	1,73434	66148,462064
2,62	1,734832	66166,711172
2,64	1,861597	71003,82809
2,66	1,894007	72237,387357
2,68	1,980556	75538,201198
2,7	1,988762	75852,997165
2,72	2,057776	78483,604499
2,74	1,9563	74611,932702
2,76	2,001804	76349,383746
2,78	2,175004	82955,853388
2,8	2,153523	82135,584288
2,82	2,193271	83650,479999
2,84	2,190955	83563,403167
2,86	2,199184	83876,199945
2,88	2,207503	84196,511924
2,9	2,240725	85460,492395
2,92	2,232656	85153,370287
2,94	2,271943	86650,656087
2,96	2,385098	90970,617824
2,98	2,34381	89394,912851
3	2,504328	95514,008787
3,02	2,477241	94480,497661
3,04	2,569904	98015,848774
3,06	2,590359	98796,873506
3,08	2,591955	98859,013166
3,1	2,637812	100607,279466
3,12	2,672095	101913,463898
3,14	2,755068	105076,678679
3,16	2,784737	106207,760279
3,18	2,794062	106562,93036
3,2	2,845013	108508,603895
3,22	2,895947	110452,901844
3,24	2,984765	113840,000357
3,26	2,956593	112762,705059
3,28	2,891482	110281,117732
3,3	2,992026	114118,846452
3,32	3,026104	115413,345472
3,34	3,044558	116120,172382
3,36	3,180457	121302,3435
3,38	3,149862	120135,676811
3,4	3,198602	121993,8502
3,42	3,261392	124389,811264
3,44	3,273484	124849,043031
3,46	3,376959	128796,569983
3,48	3,360314	128160,039438
3,5	3,425265	130639,260678
3,52	3,47095	132383,003869
3,54	3,50327	133616,537919
3,56	3,601592	137364,513686
3,58	3,624045	138224,110459
3,6	3,681848	140423,659799
3,62	3,673509	140106,722865
3,64	3,741783	142711,298014
3,66	3,809334	145291,190111
3,68	3,80666	145191,096501
3,7	3,802831	145043,474175
3,72	3,881121	148025,603064
3,74	3,911445	149182,970527
3,76	3,935135	150088,162198
3,78	4,034578	153884,661643
3,8	4,014676	153120,046125
3,82	4,137317	157800,057337
3,84	4,108769	156716,108286
3,86	4,193822	159963,700684
3,88	4,27514	163062,080748
3,9	4,246922	161985,05455
3,92	4,359831	166290,104622
3,94	4,377194	166952,549669
3,96	4,470271	170506,149975
3,98	4,492353	171347,856305
4	4,540138	173165,615929
4,02	4,591243	175121,916448
4,04	4,564888	174115,987257
4,06	4,662271	177830,653676
4,08	4,69284	178995,788584
4,1	4,711014	179689,607159
4,12	4,707349	179545,529481
4,14	4,819001	183804,950984
4,16	4,77888	182276,561715
4,18	4,867501	185657,705175
4,2	4,934051	188190,297715
4,22	4,957363	189084,068384
4,24	5,020426	191491,219068
4,26	5,032018	191938,198186
4,28	5,152575	196532,885771
4,3	5,170695	197218,520089
4,32	5,245977	200087,666742
4,34	5,347218	203952,114435
4,36	5,312036	202616,53628
4,38	5,440958	207525,757531
4,4	5,417854	206645,821058
4,42	5,517923	210469,496815
4,44	5,553884	211836,787175
4,46	5,59255	213315,34588
4,48	5,703724	217554,984797
4,5	5,698332	217346,491975
4,52	5,684761	216825,766393
4,54	5,741526	218991,960253
4,56	5,807727	221520,892856
4,58	5,817577	221894,031963
4,6	5,912803	225523,815447
4,62	5,916204	225653,563646
4,64	6,034847	230172,858444
4,66	6,06049	231159,092512
4,68	6,10801	232976,381719
4,7	6,173923	235491,454308
4,72	6,188598	236045,498387
4,74	6,274223	239311,340599
4,76	6,342976	241934,341241
4,78	6,388272	243666,117733
4,8	6,459763	246390,056318
4,82	6,465436	246604,633753
4,84	6,582418	251067,084457
4,86	6,582393	251071,349431
4,88	6,6612	254065,829391
