TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,485476	18554,927456
0,04	0,583256	22292,338095
0,06	0,596021	22779,987028
0,08	0,408812	15625,107156
0,1	0,685401	26196,279594
0,12	0,362194	13842,826975
0,14	0,809052	30921,29498
0,16	0,827938	31643,763848
0,18	0,650995	24881,185952
0,2	0,455261	17400,028411
0,22	0,380207	14531,60698
0,24	0,983553	37591,594978
0,26	1,118695	42756,667316
0,28	0,459827	17574,670697
0,3	0,727998	27823,877869
0,32	0,753393	28794,553065
0,34	0,578935	22127,477968
0,36	0,574586	21961,27839
0,38	0,411876	15741,768447
0,4	0,58327	22292,050487
0,42	0,755052	28858,179752
0,44	0,475027	18155,802162
0,46	0,603689	23072,902083
0,48	0,266433	10183,053116
0,5	0,606451	23178,562056
0,52	0,64971	24832,034166
0,54	0,514729	19673,130789
0,56	0,621429	23751,104217
0,58	0,617385	23596,237739
0,6	0,543952	20789,801221
0,62	0,786505	30060,465467
0,64	0,274167	10478,564009
0,66	0,944963	36117,109736
0,68	0,893491	34149,913661
0,7	0,605074	23125,73761
0,72	0,402636	15388,730926
0,74	0,714668	27314,475915
0,76	0,739947	28281,230262
0,78	0,543955	20789,726681
0,8	0,555347	21226,064883
0,82	0,508193	19423,167284
0,84	0,562841	21511,477512
0,86	0,444107	16973,657105
0,88	0,624786	23879,258894
0,9	0,588971	22510,221525
0,92	0,678046	25914,990361
0,94	0,386748	14781,563552
0,96	0,624121	23853,572501
0,98	0,556861	21283,303976
1	0,732569	27999,063468
1,02	0,580384	22182,461343
1,04	0,767134	29320,035026
1,06	0,575326	21988,799525
1,08	1,036537	39616,117548
1,1	0,919338	35136,551187
1,12	0,435557	16646,662656
1,14	0,383498	14656,982174
1,16	0,774731	29610,054011
1,18	0,50323	19233,681334
1,2	0,686008	26219,646421
1,22	0,563583	21539,851978
1,24	0,374667	14319,992351
1,26	0,601607	22993,40062
1,28	0,676818	25867,697402
1,3	0,827439	31624,329753
1,32	0,540099	20642,355391
1,34	0,659295	25198,111227
1,36	0,809564	30941,128256
1,38	0,827435	31624,410611
1,4	0,928389	35482,404536
1,42	0,832473	31816,90352
1,44	0,672468	25702,183192
1,46	0,795508	30403,445422
1,48	0,83997	32103,515656
1,5	0,838575	32049,805423
1,52	0,948416	36248,944088
1,54	0,75394	28815,915255
1,56	0,828442	31663,077463
1,58	0,832479	31816,763262
1,6	0,72742	27801,982521
1,62	0,912953	34892,343401
1,64	0,534649	20434,335262
1,66	0,701098	26795,106775
1,68	0,594619	22726,266033
1,7	0,459829	17574,632992
1,72	0,47592	18189,118491
1,74	0,320558	12251,599805
1,76	0,316617	12101,258103
1,78	0,431698	16499,327778
1,8	0,329793	12604,707246
1,82	0,141377	5403,449126
1,84	0,539456	20618,493935
1,86	0,541795	20706,763583
1,88	0,605195	23130,788471
1,9	0,547167	20912,209121
1,92	0,467211	17856,775839
1,94	0,546395	20883,149459
1,96	0,778069	29737,194389
1,98	0,725804	27740,052532
2	0,640771	24489,759362
2,02	0,546398	20883,087472
2,04	0,597555	22838,421909
2,06	0,756816	28925,464078
2,08	0,903835	34543,836403
2,1	0,857291	32766,157243
2,12	0,902448	34490,719486
2,14	0,885593	33847,831235
2,16	0,709491	27116,75119
2,18	0,972879	37183,097495
2,2	0,991166	37883,013094
2,22	1,115391	42630,706848
2,24	1,154094	44108,626297
2,26	1,089237	41630,369851
2,28	1,265703	48373,731868
2,3	1,281776	48988,536334
2,32	1,277194	48813,893798
2,34	1,335735	51052,077982
2,36	1,393347	53252,902004
2,38	1,312687	50171,404801
2,4	1,201649	45926,281008
2,42	1,297007	49571,066496
2,44	1,514118	57868,888707
2,46	1,587669	60681,919695
2,48	1,590064	60771,86041
2,5	1,576846	60267,739153
2,52	1,578721	60338,193179
2,54	1,678324	64144,604845
2,56	1,68998	64590,683647
2,58	1,688	64515,012043
2,6	1,664538	63619,517428
2,62	1,713088	65473,033265
2,64	1,891231	72281,762754
2,66	1,783394	68159,737596
2,68	1,898239	72552,657918
2,7	1,869876	71466,474163
2,72	1,959366	74888,283586
2,74	2,050745	78377,12174
2,76	2,074219	79276,488896
2,78	2,115518	80855,350713
2,8	2,04334	78097,257055
2,82	2,043523	78105,518669
2,84	2,166263	82796,084781
2,86	2,202266	84170,710285
2,88	2,199786	84076,583127
2,9	2,29999	87902,914346
2,92	2,240268	85623,877383
2,94	2,320737	88699,450005
2,96	2,328315	88987,592728
2,98	2,389447	91324,43746
3	2,468922	94363,589712
3,02	2,535612	96910,46475
3,04	2,512749	96037,185859
3,06	2,523333	96444,107099
3,08	2,580237	98615,434776
3,1	2,654175	101442,133619
3,12	2,639205	100867,928624
3,14	2,710409	103592,934263
3,16	2,72303	104075,087103
3,18	2,753109	105224,520953
3,2	2,813653	107537,393652
3,22	2,752207	105189,519835
3,24	2,75893	105443,624722
3,26	2,915209	111419,756881
3,28	2,881715	110141,671674
3,3	2,979448	113875,581536
3,32	3,00864	114990,59179
3,34	3,031242	115852,136449
3,36	3,138504	119955,224805
3,38	3,125338	119449,204899
3,4	3,233269	123575,3025
3,42	3,211204	122732,628787
3,44	3,23232	123541,611981
3,46	3,308506	126453,081531
3,48	3,336812	127534,99325
3,5	3,464212	132401,529939
3,52	3,477232	132898,451945
3,54	3,494384	133553,821406
3,56	3,514218	134309,98947
3,58	3,530674	134941,293245
3,6	3,610329	137983,244281
3,62	3,630518	138755,870109
3,64	3,632203	138822,7303
3,66	3,673481	140402,387633
3,68	3,759422	143686,591968
3,7	3,735132	142756,533176
3,72	3,828997	146348,944998
3,74	3,840627	146788,99043
3,76	3,870656	147936,884537
3,78	3,929935	150201,924196
3,8	3,948492	150911,98032
3,82	4,059145	155142,148717
3,84	4,056656	155041,917632
3,86	4,132161	157930,481967
3,88	4,154326	158779,489129
3,9	4,185063	159956,627812
3,92	4,31874	165061,714515
3,94	4,285117	163776,744642
3,96	4,398013	168088,665356
3,98	4,425197	169133,867463
4	4,459371	170439,076434
4,02	4,486473	171474,920148
4,04	4,49692	171872,811
4,06	4,488461	171549,021508
4,08	4,590118	175434,955191
4,1	4,602029	175890,413586
4,12	4,657806	178018,132238
4,14	4,715207	180214,484457
4,16	4,721591	180452,968019
4,18	4,894757	187082,740714
4,2	4,837451	184892,99941
4,22	4,918685	187992,905377
4,24	4,93022	188439,34266
4,26	5,013111	191603,174257
4,28	5,11714	195571,885496
4,3	5,128121	195993,678613
4,32	5,180129	197985,039179
4,34	5,225674	199721,648469
4,36	5,263194	201161,683732
4,38	5,378418	205562,613592
4,4	5,358253	204796,330517
4,42	5,483251	209574,02257
4,44	5,498714	210164,481276
4,46	5,475542	209279,608133
4,48	5,523549	211111,799092
4,5	5,586051	213511,432249
4,52	5,589729	213651,279149
4,54	5,6799	217104,038091
4,56	5,708693	218203,474015
4,58	5,768632	220494,820532
4,6	5,830192	222847,242027
4,62	5,82939	222821,612344
4,64	6,005442	229544,9713
4,66	5,998671	229291,216109
4,68	6,046127	231106,061098
4,7	6,081046	232442,505803
4,72	6,113475	233681,787773
4,74	6,280995	240081,789673
