TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,566244	21615,616864
0,04	0,318188	12146,3645
0,06	0,645691	24648,941618
0,08	0,66927	25548,025271
0,1	0,577219	22035,137404
0,12	0,274381	10474,130285
0,14	0,56699	21643,678217
0,16	1,480911	56532,484001
0,18	1,503016	57377,021909
0,2	0,52079	19880,777267
0,22	0,625267	23869,295491
0,24	0,579394	22117,969344
0,26	0,348332	13297,518465
0,28	0,719893	27481,114651
0,3	0,611734	23352,377081
0,32	0,647001	24698,103915
0,34	0,488438	18645,422421
0,36	0,37719	14398,868418
0,38	0,721627	27547,827035
0,4	0,55805	21302,899624
0,42	0,83913	32032,867252
0,44	0,515943	19695,804497
0,46	0,621916	23741,035499
0,48	0,750088	28633,533857
0,5	0,633256	24173,993842
0,52	0,462009	17636,413877
0,54	0,597196	22796,963728
0,56	0,739407	28225,789335
0,58	1,441956	55045,018044
0,6	1,372867	52408,704219
0,62	0,666743	25452,733869
0,64	0,697444	26624,080201
0,66	0,659169	25163,345093
0,68	0,431057	16455,490167
0,7	0,633251	24174,080285
0,72	0,662349	25284,045256
0,74	0,568462	21700,04404
0,76	0,48153	18381,8182
0,78	0,158252	6040,971381
0,8	0,753426	28761,184154
0,82	0,569189	21728,322974
0,84	0,581556	22200,621857
0,86	0,528765	20185,404299
0,88	0,489285	18678,303458
0,9	0,792961	30270,034424
0,92	0,492698	18808,461558
0,94	0,550485	21014,788808
0,96	0,64439	24599,454492
0,98	0,761162	29056,721324
1	1,2607	48126,208804
1,02	1,22357	46708,242291
1,04	0,611731	23352,43663
1,06	0,466513	17808,664991
1,08	0,609678	23273,849461
1,1	0,615144	23482,695849
1,12	0,526391	20094,390748
1,14	0,472761	18046,737446
1,16	0,592261	22608,996878
1,18	0,574309	21924,128847
1,2	0,451916	17251,985727
1,22	0,599289	22877,235371
1,24	0,557292	21274,394916
1,26	0,694434	26509,29324
1,28	0,819447	31281,083371
1,3	0,69323	26463,172298
1,32	0,870464	33229,752734
1,34	0,820968	31339,758982
1,36	0,762818	29119,505032
1,38	0,655349	25017,405111
1,4	0,792951	30270,244692
1,42	0,954519	36438,179703
1,44	1,352905	51646,339441
1,46	0,705198	26920,490724
1,48	0,889032	33938,10972
1,5	0,814827	31105,233701
1,52	0,759513	28993,607537
1,54	0,684116	26114,937941
1,56	0,728564	27812,153795
1,58	0,529559	20215,556219
1,6	0,453772	17322,445633
1,62	0,726836	27746,314911
1,64	0,570668	21784,209742
1,66	0,450992	17216,523977
1,68	0,316867	12096,075482
1,7	0,252118	9624,087356
1,72	0,257353	9823,966025
1,74	0,272849	10415,763231
1,76	0,238779	9115,426843
1,78	0,556682	21250,96705
1,8	0,486871	18586,132806
1,82	0,52494	20039,342715
1,84	1,244336	47500,641046
1,86	0,985521	37621,312838
1,88	0,512031	19545,898019
1,9	0,58458	22314,959392
1,92	0,637323	24329,799701
1,94	0,699352	26697,025217
1,96	0,616627	23539,471506
1,98	0,810805	30951,512146
2	0,72579	27706,396271
2,02	0,664981	25385,012014
2,04	0,932329	35591,142907
2,06	0,77651	29642,658333
2,08	0,896163	34209,852902
2,1	0,977493	37314,981709
2,12	0,893809	34120,866977
2,14	0,995741	38011,538043
2,16	0,891481	34030,997838
2,18	1,160049	44283,486234
2,2	1,243309	47462,441644
2,22	1,233518	47087,905237
2,24	1,396522	53310,849296
2,26	1,378085	52608,677985
2,28	1,24567	47552,205165
2,3	1,259371	48075,455081
2,32	1,353305	51659,670905
2,34	1,270326	48491,802274
2,36	1,267966	48404,707931
2,38	1,349877	51530,012628
2,4	1,466416	55979,489864
2,42	1,510276	57655,128003
2,44	1,49582	57101,606905
2,46	1,543755	58931,419067
2,48	1,55616	59406,190481
2,5	1,628487	62165,990029
2,52	1,686864	64392,51016
2,54	1,664358	63534,430014
2,56	1,706098	65127,697207
2,58	1,624878	62028,553137
2,6	1,811107	69135,293054
2,62	1,796038	68558,858093
2,64	1,888695	72099,600065
2,66	1,868631	71334,06529
2,68	1,869528	71368,256758
2,7	1,82489	69663,503139
2,72	1,923657	73431,948077
2,74	1,986422	75826,938642
2,76	1,949777	74431,290837
2,78	2,021731	77174,712972
2,8	2,02748	77396,600373
2,82	2,148762	82027,765915
2,84	2,192205	83683,725018
2,86	2,2675	86557,889106
2,88	2,249285	85865,328636
2,9	2,298272	87734,880047
2,92	2,308474	88122,963948
2,94	2,266922	86537,232828
2,96	2,3857	91071,791977
2,98	2,477514	94574,289149
3	2,465791	94128,8365
3,02	2,509329	95793,989689
3,04	2,528956	96542,307648
3,06	2,556501	97591,01074
3,08	2,653867	101309,257235
3,1	2,565614	97941,344332
3,12	2,662222	101627,810016
3,14	2,748858	104936,362674
3,16	2,697557	102975,079229
3,18	2,775715	105959,87582
3,2	2,745265	104795,398192
3,22	2,862007	109254,12122
3,24	2,929065	111815,936021
3,26	2,941953	112304,892122
3,28	2,973767	113521,361288
3,3	2,955673	112831,707383
3,32	3,125495	119311,955831
3,34	3,062007	116889,433106
3,36	3,134749	119663,752916
3,38	3,167358	120913,098385
3,4	3,183682	121529,941275
3,42	3,308316	126293,180149
3,44	3,296189	125827,633793
3,46	3,35045	127901,176393
3,48	3,394412	129578,55031
3,5	3,373609	128785,464414
3,52	3,359354	128238,511977
3,54	3,479401	132818,159932
3,56	3,462678	132184,305788
3,58	3,531634	134816,776947
3,6	3,575561	136494,747162
3,62	3,596083	137279,776841
3,64	3,728273	142324,107778
3,66	3,697063	141131,10149
3,68	3,803969	145214,291593
3,7	3,810288	145452,554589
3,72	3,883434	148244,361276
