TIME [s]	VITESSE [m/s]	NBR REYNOLDS
0,02	0,787184	30102,407318
0,04	0,699811	26760,319384
0,06	0,54142	20703,997372
0,08	0,565498	21624,928813
0,1	0,64659	24725,974769
0,12	0,775996	29674,432304
0,14	0,844379	32288,757973
0,16	0,560463	21432,007813
0,18	1,203606	46025,650338
0,2	1,307045	49982,119611
0,22	0,676814	25881,078684
0,24	0,832963	31851,832975
0,26	0,748686	28629,698669
0,28	0,710436	27167,043271
0,3	0,494788	18921,202946
0,32	0,586458	22427,022508
0,34	0,590002	22562,318217
0,36	0,642711	24577,78532
0,38	0,521827	19955,178514
0,4	0,503973	19271,798408
0,42	0,669373	25597,459035
0,44	0,673704	25763,683341
0,46	0,642722	24577,569089
0,48	0,390337	14926,335098
0,5	0,497304	19017,577601
0,52	0,566229	21653,176704
0,54	0,882945	33764,329122
0,56	0,527383	20167,714044
0,58	0,361528	13824,891075
0,6	1,534317	58672,199048
0,62	1,573372	60167,406593
0,64	0,614219	23487,980796
0,66	0,690818	26416,876822
0,68	0,634909	24278,155274
0,7	0,661874	25310,124025
0,72	0,719167	27501,454832
0,74	0,60259	23042,771792
0,76	0,69202	26463,010717
0,78	0,262792	10049,35597
0,8	0,565501	21624,864546
0,82	0,56625	21652,74092
0,84	0,525816	20106,915932
0,86	0,799783	30584,097324
0,88	0,782423	29919,453123
0,9	0,54906	20996,085374
0,92	0,630285	24102,219578
0,94	0,292781	11196,016929
0,96	0,700998	26805,839681
0,98	0,771683	29509,927287
1	0,654275	25019,793882
1,02	1,395854	53378,462999
1,04	1,478692	56545,32925
1,06	0,43187	16514,856911
1,08	0,485452	18563,49754
1,1	0,550577	21053,980281
1,12	0,685373	26208,502404
1,14	0,729525	27897,063426
1,16	0,503974	19271,787635
1,18	0,73464	28092,974617
1,2	0,534447	20437,621259
1,22	0,735213	28114,501272
1,24	0,720324	27545,714028
1,26	0,686583	26255,040635
1,28	0,810139	30979,655399
1,3	0,57861	22125,934712
1,32	0,741979	28373,293504
1,34	0,782961	29939,677054
1,36	0,776001	29674,341497
1,38	0,842398	32213,34458
1,4	0,747005	28566,022296
1,42	0,733514	28049,385937
1,44	1,468872	56168,715619
1,46	1,599149	61150,423649
1,48	0,885306	33854,280888
1,5	0,78878	30162,832923
1,52	0,827933	31660,349566
1,54	0,589301	22535,198226
1,56	0,598428	22883,633328
1,58	0,57572	22015,61753
1,6	0,768997	29406,193911
1,62	0,356888	13647,579028
1,64	0,234636	8972,612167
1,66	0,476794	18232,499453
1,68	0,278191	10638,152815
1,7	0,493106	18856,615026
1,72	0,214221	8192,006815
1,74	0,294459	11260,384897
1,76	0,180457	6900,577137
1,78	0,082104	3139,717934
1,8	0,30557	11684,976448
1,82	0,38516	14728,709846
1,84	0,541558	20709,549809
1,86	0,592959	22674,826725
1,88	0,575122	21993,260302
1,9	0,437798	16741,351504
1,92	0,592239	22648,302005
1,94	0,733039	28031,963611
1,96	0,565631	21630,225101
1,98	0,638286	24408,21021
2	0,76692	29327,271123
2,02	0,773955	29595,864818
2,04	1,00939	38598,009725
2,06	1,059297	40507,872399
2,08	0,991047	37897,806019
2,1	1,094497	41853,630438
2,12	1,148722	43926,651476
2,14	1,075685	41134,484895
2,16	1,091461	41736,792242
2,18	1,300086	49715,359458
2,2	1,16849	44682,787919
2,22	1,309683	50081,092448
2,24	1,2817	49012,003884
2,26	1,367859	52305,813737
2,28	1,332363	50949,593163
2,3	1,266341	48424,318944
2,32	1,276802	48825,548129
2,34	1,368465	52329,160689
2,36	1,523685	58266,142173
2,38	1,495262	57179,420227
2,4	1,55935	59629,940043
2,42	1,531083	58546,956851
2,44	1,606465	61430,661566
2,46	1,67872	64194,296612
2,48	1,705576	65219,688878
2,5	1,708483	65332,074015
2,52	1,650463	63112,753118
2,54	1,768128	67613,813511
2,56	1,826538	69846,587593
2,58	1,852774	70851,399629
2,6	1,90776	72951,047678
2,62	1,89456	72449,53801
2,64	1,906428	72901,376831
2,66	1,95837	74887,758851
2,68	1,890186	72280,62795
2,7	1,922719	73525,791908
2,72	2,000054	76480,728558
2,74	2,021975	77320,91715
2,76	2,124208	81231,922066
2,78	2,126196	81306,269193
2,8	2,159633	82584,477352
2,82	2,162486	82695,826047
